Word	Part-Of-Speech	Weight	Frequency
rR_SaveData	n	5.64	9
破	v	5.62	40
轻松	ad	5.62	16
仓	ng	5.61	29
单	ng	5.60	33
初始化	v	5.60	44
港	n	5.59	27
舱	n	5.59	33
rR_Output	n	5.59	9
所在	n	5.58	9
援引	v	5.57	8
classifier_exit	n	5.57	12
rR_FileProcess	n	5.57	10
rR_FindRepeat	n	5.57	10
机	ng	5.55	195
盒饭	n	5.54	5
研修班	n	5.54	10
抗战	vi	5.54	11
上市公司	n_new	5.51	6
扩展性	n	5.49	12
cLUS_CleanData	n	5.47	11
弹道导弹	n	5.46	10
头盔	n	5.44	6
苏军	n	5.44	6
流入	v	5.42	10
改建	v	5.42	4
分成	vi	5.42	4
兼职	vn	5.42	4
助理	n	5.42	11
自豪感	n	5.39	9
搜狐	ntz	5.38	61
stDoc	n	5.37	7
军官	n	5.37	8
放置	v	5.37	8
第三	m	5.36	62
研究所	n	5.36	7
暴露	v	5.36	7
完	vi	5.35	22
永远	d	5.35	14
到底	d	5.34	17
企业家	n	5.33	5
驻华	vn	5.33	5
相连	vi	5.33	5
正版	n	5.33	5
资格	n	5.33	6
有助于	v	5.33	11
实验室	n	5.33	26
谢谢	v	5.32	19
一点	mq	5.32	27
往往	d	5.32	23
准确	ad	5.32	15
文	ng	5.32	51
类似	a	5.31	16
称之为	v	5.31	4
阻拦	v	5.31	8
教育工作者	n	5.31	8
同济	nz	5.31	8
刚刚	d	5.30	17
普遍	ad	5.30	9
恐慌	an	5.29	15
困难	an	5.29	17
卡	n	5.28	23
印象	n	5.28	5
犯罪	vn	5.28	8
深化	v	5.27	6
清楚	a	5.27	14
扮演	v	5.26	8
优秀	a	5.26	32
到位	vi	5.26	6
撰写	v	5.26	6
地理	n	5.26	6
量化	vn	5.26	6
对应	vi	5.26	6
真实性	n	5.26	6
停机	vi	5.26	6
新华社	ntcn	5.25	5
前进	vi	5.25	3
投诉	vn	5.25	3
大战	n	5.25	3
叫做	v	5.25	3
模仿	v	5.25	3
泄露	v	5.25	3
集结	v	5.25	3
词句	n	5.25	9
工资	n	5.25	5
干扰	vn	5.25	5
打算	n	5.25	5
损坏	vn	5.25	5
专访	vn	5.25	5
预警	vn	5.25	5
练习	v	5.25	5
卡片	n	5.25	5
江湖	n	5.25	5
顾名思义	vl	5.25	5
古猿	n	5.25	10
马拉松	n	5.24	14
调用	v	5.24	14
会长	n	5.24	10
剩下	v	5.24	10
留	v	5.24	26
欧元	n	5.24	7
东风	nz	5.24	14
荣泽	nr2	5.23	11
父母	n	5.22	12
及时	ad	5.22	12
影子	n	5.21	9
加	v	5.21	40
法规	n	5.21	7
缺少	v	5.20	7
巡航导弹	n	5.20	7
意外	a	5.20	11
未来	t	5.19	218
创	vg	5.18	33
照片	n	5.18	8
师傅	n	5.17	3
载体	n	5.17	11
平均	a	5.17	13
相应	vi	5.16	14
return	n	5.15	178
曝光	vi	5.14	7
灵活性	n	5.14	7
背书	vi	5.14	7
荣誉	n	5.14	6
反应	vn	5.14	6
国会	n	5.14	6
好处	n	5.14	6
记得	v	5.14	6
迈出	v	5.14	6
侵略	vn	5.14	6
工作组	n	5.14	6
调度	vn	5.14	6
商务	n	5.14	6
属性	n	5.14	6
航速	n	5.14	6
职务	n	5.14	4
合格	vi	5.14	4
比重	n	5.14	4
空气	n	5.14	4
旨在	v	5.14	4
原有	vn	5.14	4
补充	vn	5.14	4
中药	n	5.14	4
功夫	n	5.14	4
眼光	n	5.14	4
营销	vn	5.14	4
等于	v	5.14	4
中介	n	5.14	4
政府部门	n	5.14	8
码头	n	5.14	4
回收	v	5.14	4
白色	n	5.14	4
一带	n	5.14	4
弥补	v	5.14	4
长大	vi	5.14	4
修理	vn	5.14	4
图像	n	5.14	4
管道	n	5.14	4
财政部长	n	5.14	4
提议	v	5.14	4
置于	v	5.14	4
司令	n	5.14	4
知名度	n	5.14	4
增设	v	5.14	4
全校	n	5.14	8
清算	vn	5.14	4
回应	vn	5.14	4
特性	n	5.14	4
加盟	v	5.14	4
引用	v	5.14	4
新兵	n	5.14	4
存放	v	5.14	4
汇聚	v	5.14	4
讲台	n	5.14	4
升空	vi	5.14	4
搭配	vn	5.14	4
折腾	v	5.14	4
女生	n	5.14	4
投稿	vi	5.14	4
辨别	v	5.14	4
归国	vi	5.14	4
源自	v	5.14	4
索引	n	5.14	4
军情	n	5.14	4
林肯	nz	5.14	4
重构	v	5.14	11
拆	v	5.13	19
政治	n	5.11	5
尊重	v	5.11	5
广告	n	5.11	5
流动	vd	5.11	5
赢得	v	5.11	5
承受	v	5.11	5
颁布	vn	5.11	5
根本性	n	5.11	5
变为	v	5.11	5
来临	vi	5.11	5
大队	n	5.11	5
受损	vi	5.11	5
可想而知	vl	5.11	5
造价	n	5.11	5
取证	vi	5.11	5
驶入	v	5.11	5
道具	n	5.11	10
句子	n	5.11	5
分校	n	5.11	5
评测	vn	5.11	5
随叫随到	vl	5.11	5
语义	n	5.11	5
往	v	5.10	18
更名	vi	5.10	14
元素	n	5.10	9
工程师	n	5.10	10
float	v	5.09	15
可能性	n	5.09	12
扩张	vn	5.08	7
循环	vd	5.07	5
咨询	vn	5.07	6
到来	vi	5.07	6
历时	vi	5.07	6
推迟	v	5.07	6
强度	n	5.07	6
进化	vn	5.07	6
普通	a	5.07	20
列为	v	5.07	10
高级	a	5.07	13
自力更生	vl	5.06	5
摆脱	v	5.06	6
平衡	a	5.05	20
富有	v	5.05	7
政法	n	5.05	7
赚取	v	5.05	7
体会	v	5.04	8
蚂蚁	n	5.04	8
炒	v	5.04	27
栏目	n	5.03	6
本土中文教师培训	n_new	5.03	12
显然	ad	5.03	23
写作	vn	5.03	5
股份	n	5.03	5
名称	n	5.03	5
针对性	n	5.03	5
说话	vi	5.03	5
挂钩	vi	5.03	5
成交	vn	5.03	5
局限	vn	5.03	5
阳性	n	5.03	5
售卖	v	5.03	5
内涵	n	5.02	11
少儿	n	5.02	25
量	n	5.02	29
全方位	n	5.02	7
成本价	n	5.01	10
int	n	5.00	131
operation	n	5.00	32
靶子	n	5.00	6
致辞	vi	5.00	8
焦点	n	5.00	14
至少	d	4.99	15
information	n	4.99	20
财富	n	4.99	7
往来	vn	4.99	7
例子	n	4.99	7
交际	vn	4.99	7
不足	an	4.98	30
原本	d	4.98	16
创下	v	4.98	10
有限	a	4.97	21
value	n	4.97	51
先生	n	4.96	3
领导人	n	4.96	3
欧盟	n	4.96	3
转变	v	4.96	6
全体	n	4.96	3
合同	n	4.96	3
批评	vn	4.96	3
研讨会	n	4.96	3
考核	vn	4.96	3
同胞	n	4.96	3
友谊	n	4.96	3
足球	n	4.96	3
绿色	n	4.96	3
能源	n	4.96	3
对待	v	4.96	3
重复	vd	4.96	3
性质	n	4.96	3
大地	n	4.96	3
业绩	n	4.96	3
障碍	n	4.96	3
回忆	v	4.96	3
接到	v	4.96	3
转让	vn	4.96	3
势力	n	4.96	3
资本主义	n	4.96	3
氛围	n	4.96	3
反响	n	4.96	6
监测	vn	4.96	3
著作	n	4.96	3
见面	vi	4.96	3
重建	vn	4.96	3
遵循	v	4.96	3
走访	v	4.96	3
代理	v	4.96	3
休息	v	4.96	3
提醒	v	4.96	3
占领	v	4.96	6
应邀	vi	4.96	3
原理	n	4.96	3
无限	vd	4.96	3
代价	n	4.96	3
指引	vn	4.96	3
刺激	v	4.96	3
设计师	n	4.96	3
源头	n	4.96	3
衣服	n	4.96	3
季度	n	4.96	3
倾斜	vi	4.96	3
困扰	v	4.96	3
班长	n	4.96	3
发电	vi	4.96	3
缩短	v	4.96	3
大于	v	4.96	3
迫使	vi	4.96	3
重返	v	4.96	3
领取	v	4.96	3
阻止	v	4.96	3
阶层	n	4.96	3
航线	n	4.96	3
模拟	v	4.96	3
中队	n	4.96	3
争议	vn	4.96	3
全长	n	4.96	3
欺诈	vn	4.96	3
硕士	n	4.96	3
介入	vn	4.96	3
算是	v	4.96	3
投机	v	4.96	3
时尚	n	4.96	3
复兴	vn	4.96	3
转折	vi	4.96	3
更换	v	4.96	3
混合	v	4.96	3
商人	n	4.96	3
制造业	n	4.96	3
上台	vi	4.96	3
当成	v	4.96	3
时速	n	4.96	3
不乏	v	4.96	3
驾驶员	n	4.96	3
备受	vd	4.96	3
启用	v	4.96	3
流量	n	4.96	3
题目	n	4.96	3
篇章	n	4.96	6
丢失	v	4.96	3
电缆	n	4.96	3
命题	n	4.96	3
全程	n	4.96	3
侵权	vn	4.96	3
采集	v	4.96	3
社会学	n	4.96	3
工期	n	4.96	3
聊天	vi	4.96	3
相差	v	4.96	3
暂停	vn	4.96	3
涉足	v	4.96	3
欲望	n	4.96	3
编纂	v	4.96	3
带走	v	4.96	3
磨难	n	4.96	3
坦言	v	4.96	3
耗费	v	4.96	3
军衔	n	4.96	3
英特尔	nz	4.96	3
先进性	n	4.96	3
机型	n	4.96	3
体积	n	4.96	3
运载	vn	4.96	3
班主任	n	4.96	3
摩擦	vn	4.96	3
功率	n	4.96	3
总监	n	4.96	3
司令部	n	4.96	3
致命	vi	4.96	3
形状	n	4.96	3
外方	n	4.96	3
关口	n	4.96	3
压制	v	4.96	3
文摘	n	4.96	3
市场价	n	4.96	3
集合	v	4.96	3
术语	n	4.96	3
行进	vi	4.96	3
升降	v	4.96	3
打仗	vi	4.96	3
标注	v	4.96	3
吃水	n	4.96	3
假设	n	4.96	3
破灭	vi	4.96	3
部落	n	4.96	3
推测	v	4.96	3
限量	vi	4.96	6
暗示	v	4.96	3
大象	n	4.96	3
姿势	n	4.96	3
手势	n	4.96	3
工程量	n	4.96	3
不知所措	vl	4.96	3
燃油	n	4.96	3
替换	v	4.96	3
补足	v	4.96	3
女兵	n	4.96	3
生产商	n	4.96	3
大盘	n	4.96	3
圆桌	n	4.96	3
维权	n	4.96	3
没落	vi	4.96	3
叠加	vi	4.96	3
上浮	v	4.96	3
水手	n	4.96	3
喷气	vi	4.96	3
空投	v	4.96	6
军种	n	4.96	3
下行	vi	4.96	3
下载	v	4.96	3
立柱	n	4.96	3
舱门	n	4.96	3
弹药库	n	4.96	3
水线	n	4.96	3
形变	n	4.96	6
鱼雷艇	n	4.96	3
fileName	n	4.96	3
沃尔玛	nz	4.96	3
制空权	n	4.96	3
碾压	v	4.96	3
舰炮	n	4.96	3
孟加拉湾	n	4.96	3
挂载	v	4.96	3
日益	d	4.93	22
青年	n	4.93	7
多次	mq	4.93	23
效力	n	4.93	7
套路	n	4.93	7
迹象	n	4.92	7
空中	s	4.91	38
见证	n	4.91	14
回复	v	4.91	43
中国日报	ntqg	4.91	5
究竟	d	4.90	16
首席	n	4.90	9
决策	n	4.89	5
学者	n	4.89	5
宏观	n	4.89	5
艺术家	n	4.89	5
后果	n	4.89	6
展现	v	4.89	6
weight	n	4.89	5
得以	v	4.89	5
着手	v	4.89	6
评论	n	4.89	5
classes	n	4.89	5
多样化	vi	4.89	6
权益	n	4.89	7
壮大	v	4.89	5
吸纳	v	4.89	5
责任心	n	4.89	6
法治	n	4.89	5
硬通货	n	4.89	6
分化	vn	4.89	5
暴跌	vi	4.89	5
大使馆	n	4.89	5
系统性	n	4.89	5
投降	v	4.89	5
原子能	n	4.89	5
前瞻性	n	4.89	5
财神	n	4.89	5
海盗	n	4.89	5
击穿	v	4.89	5
各行各业	nl	4.89	7
中线	n	4.89	7
不少	m	4.89	42
许多	m	4.89	34
人人	n	4.88	14
生态圈	n	4.88	3
dataFilePath	n	4.88	4
危机	n	4.87	4
立场	n	4.86	4
奋斗	vi	4.86	4
庆祝	v	4.86	4
流失	v	4.86	4
气候	n	4.86	4
参赛	vn	4.86	4
感动	v	4.86	4
派出	v	4.86	4
选拔	v	4.86	4
增长点	n	4.86	4
回顾	v	4.86	4
鉴定	vn	4.86	4
拍卖	v	4.86	4
转换	v	4.86	4
地面	n	4.86	4
分布	vi	4.86	4
吃饭	vi	4.86	4
出于	v	4.86	4
造就	v	4.86	4
同事	n	4.86	4
如同	v	4.86	4
电视台	n	4.86	4
媒介	n	4.86	4
回落	vi	4.86	4
启发	v	4.86	4
日期	n	4.86	4
延续	v	4.86	4
向上	vi	4.86	4
借口	n	4.86	4
线索	n	4.86	4
汇集	v	4.86	4
瞄准	v	4.86	4
职位	n	4.86	4
说服	v	4.86	4
侨胞	n	4.86	4
小朋友	n	4.86	4
防务	n	4.86	4
定于	v	4.86	4
招待	vn	4.86	4
落户	vi	4.86	4
黄色	n	4.86	4
理事长	n	4.86	4
入侵	v	4.86	4
说道	v	4.86	4
谋划	v	4.86	4
诠释	vn	4.86	4
观摩	v	4.86	4
防疫	vn	4.86	4
触及	v	4.86	4
赶超	v	4.86	4
猜测	vn	4.86	4
年龄段	n	4.86	4
概述	vn	4.86	4
耗时	vi	4.86	4
新生力量	nl	4.86	2
掣肘	vi	4.86	4
前哨	n	4.86	4
契合	vn	4.86	4
液压	n	4.86	4
封装	v	4.86	4
拖曳	v	4.86	4
出勤率	n	4.86	4
市场化	v	4.86	5
本地化	v	4.86	5
致力	v	4.86	28
战	vg	4.85	22
进步	vn	4.85	13
态度	n	4.85	12
霸权	n	4.85	8
桥梁	n	4.84	11
显示	v	4.84	45
根本	d	4.82	21
物质	n	4.82	6
最大化	v	4.82	6
矩阵	n	4.82	6
知名	a	4.82	17
专栏	n	4.82	5
星球	n	4.81	28
制	v	4.81	21
完美	ad	4.81	13
class	n	4.81	13
老家	n	4.80	5
地缘	n	4.80	5
两	m	4.80	272
岛	n	4.80	35
账号	n	4.80	9
有待	v	4.79	6
SENTIMENT	n	4.78	8
端	v	4.78	13
代表性	n	4.77	6
离	v	4.77	15
科学	a	4.77	10
载	v	4.76	27
风格	n	4.76	7
困境	n	4.76	7
满意	v	4.76	4
有趣	a	4.76	16
蔡克文	nr	4.74	26
滞后	v	4.74	9
圈层	n	4.74	9
语境	n	4.74	9
斜角	n	4.74	13
良好	a	4.74	14
洗钱	vn	4.73	7
创始	vn	4.73	7
助推	vn	4.73	7
思想	n	4.72	5
营	n	4.72	28
玩	v	4.72	124
不怕	v	4.72	5
功勋	n	4.72	5
国人	n	4.72	5
坚守	v	4.72	5
有所不同	vl	4.72	5
学以致用	vl	4.72	5
开源	v	4.72	5
凸显	v	4.72	5
课文	n	4.72	5
用字	n	4.72	5
吸引力	n	4.70	11
交往	vn	4.70	6
历程	n	4.70	6
匮乏	vi	4.70	6
终结	vi	4.70	6
波	n	4.70	26
挖掘	v	4.68	12
error	n	4.68	10
法国	nsf	4.66	77
话语	n	4.66	18
惊天动地	vl	4.65	3
扫描	v	4.64	8
nSent	n	4.64	6
windows	n	4.63	11
投	v	4.63	36
航	ng	4.63	29
独立	a	4.63	14
热情	an	4.63	16
一旦	d	4.63	22
底线	n	4.62	5
\r\n	n	4.62	20
超级	b	4.61	48
语	vg	4.61	49
经常	d	4.60	13
分别	d	4.59	26
紧密	ad	4.59	13
铁路	n	4.59	6
农户	n	4.59	6
当局	n	4.59	6
遭遇	n	4.59	6
瓶颈	n	4.59	6
旅游业	n	4.59	2
生命	n	4.58	7
助力	b	4.58	29
依然	d	4.57	13
龙	n	4.56	18
依托	vn	4.56	9
飞机场	n	4.55	9
梦	n	4.55	15
lJDupRemove	n	4.55	3
lJDupRemover.h	n	4.55	3
docExtractor.h	n	4.55	3
vsItems	n	4.55	15
data.txt	n	4.54	2
中国网	ntz	4.54	4
CODE	n	4.54	11
纷纷	d	4.54	14
仅仅	d	4.54	14
风	n	4.54	13
适用	vi	4.53	10
万向	nz	4.51	15
护航舰	n	4.51	8
挂	v	4.51	18
人文	n	4.51	11
卫士	n	4.49	7
穿	v	4.49	17
开支	n	4.47	7
旅行	vn	4.47	7
iType	n	4.47	10
停	vi	4.47	25
门	n	4.46	18
信	n	4.45	30
一起	s	4.45	32
解体	vi	4.45	14
   	n	4.44	5
校	ng	4.43	19
练	v	4.43	20
axie	x	4.42	48
process	n	4.41	8
云端	n	4.40	6
正常	a	4.40	11
lJST_GetFileSent	n	4.40	6
光荣	a	4.39	9
紧张	a	4.38	6
效能	n	4.38	8
半径	n	4.36	11
身	ng	4.35	21
乐观	a	4.35	16
call	v	4.34	16
蓝天	n	4.34	7
必要	an	4.34	20
三	m	4.33	158
火	n	4.33	28
灵活	a	4.33	8
显著	a	4.32	15
公司制	n	4.31	2
镜像	n	4.31	2
基准	n	4.30	3
剑桥	nz	4.29	9
solana	x	4.28	23
合理	a	4.28	7
便宜	a	4.28	7
涨	vi	4.27	26
协调	a	4.25	10
魔法	n	4.24	6
一共	d	4.24	9
者	k	4.22	112
电话	n	4.22	10
duplicate	n	4.22	6
不要	d	4.22	15
很快	d	4.21	12
不得不	d	4.21	12
大约	d	4.21	8
tradingview	n	4.21	2
solanart	n	4.21	2
polkadot	n	4.21	2
bWeightOut	n	4.21	4
fileDir	n	4.21	12
fileText	n	4.21	2
returnString	n	4.21	2
isAll	n	4.21	2
outputPath	n	4.21	2
nEncoding	n	4.21	4
conf	n	4.21	2
sDatatype	n	4.21	2
classname	n	4.21	2
sSummary	n	4.21	10
sRes	n	4.21	10
sSignature	n	4.21	4
sMsg	n	4.21	4
sXmlFileName	n	4.21	2
bResult	n	4.21	6
lpszFilename	n	4.21	4
dataPath	n	4.21	2
中国教育在线	ntot	4.21	2
中国新闻网	ntz	4.21	2
经济全球化	n_new	4.21	2
北京日报	ntbj	4.21	2
男主角	n_new	4.21	2
管理办法	n_new	4.21	2
发展战略	n_new	4.21	2
曦曦	nr2	4.21	2
操控	n_new	4.21	2
人民银行	n_new	4.21	2
股份有限公司	n_new	4.21	2
英超	nr2	4.21	2
安卓	nz	4.21	2
死亡病例	n_new	4.21	2
中国青年网	ntz	4.21	2
更为	d	4.20	10
接下来	vl	4.20	8
装	v	4.20	14
fil	n	4.20	7
辛苦	a	4.19	8
keyExtract_GetKeyWords	n	4.19	3
keyExtract_GetFileKeyWords	n	4.19	3
上将	n	4.19	6
name	n	4.19	678
世界大战	nl	4.19	9
分散	a	4.19	10
差不多	al	4.19	9
足以	d	4.19	9
彻底	ad	4.19	8
分布式	b	4.18	29
坦克	n	4.18	7
iP	v	4.18	30
starting	v	4.18	8
dS_SingleDoc	n	4.18	13
词频	n	4.17	14
专门	d	4.17	15
SOL	n	4.17	10
基建	n	4.16	9
提	v	4.16	17
根	n	4.16	15
不行	a	4.16	8
专题	n	4.16	6
参谋长	n	4.16	6
深刻	a	4.16	10
版	n	4.16	15
跌	v	4.15	17
UTF8_CODE	n	4.15	8
读	v	4.15	17
别	vi	4.14	14
开心	a	4.14	9
滑	v	4.14	34
biconomy	n	4.14	23
bIG5	n	4.13	13
定	v	4.13	24
掉	v	4.13	16
词	n	4.11	21
尚未	d	4.11	16
子	ng	4.11	17
sPath	n	4.10	3
sDefaultPath	n	4.10	3
dataFile	n	4.10	3
专家学者	n_new	4.10	3
最初	d	4.10	14
一度	d	4.09	11
方块字	n	4.09	9
着力	vi	4.09	5
物品	n	4.09	5
记忆	n	4.09	5
管辖区	n	4.09	5
申请者	n	4.09	5
成为国际公共产品	n_new	4.09	17
实际上	d	4.08	17
事项	n	4.08	3
向往	v	4.08	3
演讲会	n	4.08	3
第四	m	4.08	14
过滤	vn	4.07	12
感	ng	4.07	34
宗旨	n	4.06	4
明星	n	4.06	4
据说	v	4.06	4
设想	v	4.06	4
募集	v	4.06	4
自卫队	n	4.06	4
超音速	n	4.06	4
体	ng	4.05	28
钻	v	4.05	20
cLUS_GetLatestResult	n	4.04	10
证实	v	4.01	6
宣称	v	4.01	6
翼	ng	4.01	33
基本功	n	4.00	3
彩虹	n	4.00	3
士兵	n	4.00	5
侨办	n	4.00	5
fSumRate	n	4.00	9
iSumLen	n	4.00	9
deFi	x	3.98	17
sContent.c_str	n	3.98	21
步伐	n	3.97	6
固定	a	3.96	15
创办	v	3.96	7
范畴	n	3.96	7
通知	n	3.96	4
sDataPath	n	3.96	4
LJST	n	3.96	4
列车	n	3.96	4
种子	n	3.96	4
说是	v	3.96	4
伤亡	vn	3.96	4
高压	n	3.96	4
众所周知	vl	3.96	4
目的地	n	3.96	4
动画	n	3.96	12
错过	v	3.96	4
霸主	n	3.96	4
五代	n	3.96	4
吹牛	vi	3.96	4
侨联	n	3.96	8
歌剧团	n	3.96	4
水下	s	3.95	20
网易	ntz	3.95	31
神	n	3.95	19
近年来	dl	3.95	25
protocol	n	3.94	16
article	n	3.94	27
多元化	vn	3.93	8
list	n	3.93	24
货	n	3.92	13
字节	n	3.92	13
退休	vn	3.92	6
lJCluster.h	n	3.92	8
伊丽莎白	nz	3.91	57
外国语	n	3.90	7
研习	v	3.90	8
当然	d	3.89	28
落后	an	3.89	13
增添	v	3.87	9
前景	n	3.87	5
争取	v	3.87	5
征求	v	3.87	5
帝国主义	n	3.87	5
年薪	n	3.87	5
版面	n	3.86	6
摸索	v	3.86	3
光学	n	3.86	3
足不出户	vl	3.86	3
金	ng	3.86	13
骄傲	an	3.86	7
放	v	3.86	19
吴思进	nr	3.86	8
字	n	3.84	15
股	n	3.84	15
节奏	n	3.84	10
keywords	n	3.84	10
帖子	n_new	3.84	5
GBK	n	3.84	23
追	v	3.84	14
现在	t	3.84	130
联网	vi	3.84	13
keyword	n	3.84	7
进口	vn	3.82	6
教训	n	3.82	6
破产	vi	3.82	6
立即	d	3.82	9
接	v	3.82	16
满载	v	3.81	12
大概	d	3.81	10
王者	n	3.81	7
款	n	3.81	52
极其	d	3.81	7
热	n	3.80	35
转	v	3.80	11
即将	d	3.80	10
牛	n	3.79	20
服	v	3.79	14
实行	v	3.79	3
监督	vn	3.79	3
宣传	vn	3.79	3
讲话	n	3.79	3
案件	n	3.79	6
保险	n	3.79	3
路线	n	3.79	3
主持	v	3.79	3
图书	n	3.79	3
食品	n	3.79	3
上市	vn	3.79	3
科学家	n	3.79	3
禁止	v	3.79	3
总量	n	3.79	3
愿望	n	3.79	3
职责	n	3.79	3
厂长	n	3.79	3
事迹	n	3.79	3
分子	n	3.79	3
幅度	n	3.79	3
奠定	v	3.79	3
中学	n	3.79	3
总部	n	3.79	3
加剧	v	3.79	3
袭击	vn	3.79	3
风暴	n	3.79	3
货物	n	3.79	3
尊严	n	3.79	3
竞选	vn	3.79	3
任期	n	3.79	3
时报	n	3.79	3
较量	vn	3.79	3
隐患	n	3.79	3
否认	v	3.79	3
大火	n	3.79	3
红色	n	3.79	3
衡量	v	3.79	3
不已	vi	3.79	3
增大	v	3.79	3
权限	n	3.79	3
理事会	n	3.79	3
火星	n	3.79	3
借贷	vn	3.79	3
封锁	vn	3.79	3
蓝色	n	3.79	3
思索	v	3.79	3
言论	n	3.79	3
出身	v	3.79	3
周报	n	3.79	3
限于	v	3.79	3
金融界	ntcj	3.79	3
劣势	n	3.79	3
物种	n	3.79	3
台风	n	3.79	3
沪市	n	3.79	3
忽略	v	3.79	3
额度	n	3.79	3
许可	vi	3.79	3
国力	n	3.79	3
身亡	vi	3.79	3
面子	n	3.79	3
联合会	n	3.79	3
史册	n	3.79	3
首选	vn	3.79	3
校友	n	3.79	3
留下来	v	3.79	3
浏览	v	3.79	3
顺序	n	3.79	3
趣味性	n	3.79	3
标志性	n	3.79	3
单元	n	3.79	3
山寨	n	3.79	3
并行	vi	3.79	3
盘面	n	3.79	3
序列	n	3.79	3
爆出	v	3.79	3
飙升	v	3.79	3
天线	n	3.79	3
伊利	nz	3.79	3
上校	n	3.79	3
段子	n	3.79	3
留言	vi	3.79	3
船舱	n	3.79	3
交火	vi	3.79	3
教程	n	3.79	3
原文	n	3.79	3
死守	v	3.79	3
字母	n	3.79	3
末端	n	3.79	3
推力	n	3.79	3
数控	n	3.79	3
领事馆	n	3.79	3
先机	n	3.79	3
格斗	n	3.79	3
催化	vn	3.79	3
空壳	n	3.79	3
先知	n	3.79	3
俄军	n	3.79	3
利器	n	3.79	3
电子战	n	3.79	3
设计图	n	3.79	3
续航	vn	3.79	3
起落架	n	3.79	3
制海权	n	3.79	3
反潜机	n	3.79	3
水雷	n	3.79	3
税务	n	3.79	4
拉开	v	3.79	4
兴起	vn	3.79	4
响应	v	3.79	2
shared	v	3.79	12
关闭	v	3.79	4
展望	v	3.79	4
华夏	nz	3.79	2
常识	n	3.79	4
风云	n	3.79	4
史料	n	3.79	4
抢占	v	3.79	2
动向	n	3.79	4
文化教育	nl	3.79	4
王国	n	3.79	4
借用	v	3.79	4
沸腾	vi	3.79	2
登场	vi	3.79	4
马车	n	3.79	2
海浪	n	3.79	4
参军	vi	3.79	2
比作	v	3.79	2
放飞	v	3.79	2
添加	v	3.79	4
支点	n	3.79	2
技术性	n	3.79	4
王子	n	3.79	2
演剧	vn	3.79	2
发音	n	3.79	4
俱全	vi	3.79	2
土豪	n	3.79	4
纠偏	vi	3.79	2
词汇表	n	3.79	4
阻尼	n	3.79	4
或许	d	3.78	15
play	n	3.78	5
保健	n	3.78	5
时机	n	3.78	5
兵力	n	3.78	5
支持者	n	3.78	5
至今	d	3.78	8
中外	b	3.78	34
不再	d	3.77	9
正确	ad	3.77	7
皇家	n	3.77	8
增量	n	3.76	6
主义	n	3.76	6
缓慢	a	3.76	8
够	v	3.76	14
防	v	3.75	30
压	v	3.75	14
d.sAuthor	n	3.75	6
附近	f	3.74	14
2021	m	3.74	322
赢利	v	3.74	7
清晰	a	3.74	12
新型	b	3.74	16
配套	a	3.74	9
相互	d	3.73	9
局面	n	3.72	6
大多数	m	3.72	15
不够	a	3.72	8
ETH	vf	3.72	8
海关	n	3.71	3
举报	vn	3.71	3
景象	n	3.71	3
丝绸之路	nl	3.71	3
编译	v	3.71	3
书法	n	3.71	7
加工	v	3.71	8
依旧	z	3.71	13
里面	f	3.71	14
互通	v	3.71	8
落	v	3.70	27
巩固	v	3.70	5
门户	n	3.70	5
切入	v	3.70	5
友好	a	3.69	8
可怕	a	3.69	8
大胆	ad	3.69	5
仔细	ad	3.69	5
供	vi	3.69	21
繁荣	an	3.69	11
成就	n	3.68	4
毒品	n	3.68	4
身体	n	3.68	4
举措	n	3.68	4
温暖	v	3.68	4
合并	v	3.68	4
工艺	n	3.68	4
牺牲	vn	3.68	4
岁月	n	3.68	4
理性	n	3.68	4
远离	v	3.68	4
回避	v	3.68	4
含义	n	3.68	4
种类	n	3.68	4
管理局	n	3.68	4
痕迹	n	3.68	4
教委	n	3.68	8
威力	n	3.68	4
三位一体	nl	3.68	4
导航	vn	3.68	4
班级	n	3.68	4
鲨鱼	n	3.68	4
例行	v	3.68	4
时任	v	3.68	4
偏向	n	3.68	4
孤岛	n	3.68	4
主讲	v	3.68	4
本位	n	3.68	4
螺旋桨	n	3.68	4
解职	vi	3.68	4
机种	n	3.68	4
分叉	n	3.68	4
encode	v	3.68	4
亲爱的	n	3.68	4
肯特	n	3.68	8
看出	v	3.67	8
矛盾	an	3.67	8
集中	ad	3.66	12
极大	a	3.66	15
红杉	n	3.65	9
突出	a	3.65	6
热烈	a	3.65	6
相似	a	3.65	6
include	v	3.65	13
level	n	3.65	5
回去	v	3.64	5
参赞	n	3.64	5
港澳台	n	3.64	10
人气	n	3.64	5
管理司	n	3.64	5
看法	n	3.64	7
快车道	n	3.63	3
巴士	n	3.63	3
进一步成为国际公共产品	n_new	3.63	11
便利	an	3.63	10
媒	ng	3.63	45
拖	v	3.63	21
infinity	n	3.63	30
succeed	v	3.62	29
敏感	a	3.61	10
多种	m	3.61	27
通	v	3.61	34
名义	n	3.60	6
规模化	vd	3.60	6
区政府	n	3.60	6
截止	vi	3.60	6
居多	vi	3.60	6
无需	v	3.60	6
test	n	3.59	22
%s\n	n	3.59	41
透明	a	3.59	10
抢	v	3.59	19
快乐	a	3.58	7
知	v	3.57	17
深受	v	3.57	6
extract	v	3.57	6
风靡	v	3.57	6
地域	n	3.56	5
跟不上	v	3.56	5
编程	vn	3.56	5
